id,text_for_llm
6229,"Employee 6229 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6230,"Employee 6230 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Government Organization."
6231,"Employee 6231 is a Male working as a Experienced in the Finance sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
6232,"Employee 6232 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Mid-sized Company."
6233,"Employee 6233 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6234,"Employee 6234 is a Male working as a Experienced in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
6235,"Employee 6235 is a Female working as a Fresher in the Finance sector. Based in a City area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Startup (early-stage)."
6236,"Employee 6236 is a Male working as a Intermediate in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
6237,"Employee 6237 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
6238,"Employee 6238 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
6239,"Employee 6239 is a Male working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
6240,"Employee 6240 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6241,"Employee 6241 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Mid-sized Company."
6242,"Employee 6242 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Small Business / Local Firm."
6243,"Employee 6243 is a Male working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
6244,"Employee 6244 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
6245,"Employee 6245 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
6246,"Employee 6246 is a Female working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6247,"Employee 6247 is a Male working as a Experienced in the Finance sector. Based in a City area, they have a High School degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Consultancy Firm."
6248,"Employee 6248 is a Male working as a Working professional in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
6249,"Employee 6249 is a Female working as a Working professional in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Non-Profit / NGO."
6250,"Employee 6250 is a Male working as a Experienced in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Scale-up (growing startup)."
6251,"Employee 6251 is a Male working as a Intermediate in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Startup (early-stage)."
6252,"Employee 6252 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6253,"Employee 6253 is a Female working as a Intermediate in the Finance sector. Based in a Metro area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Product-based Company."
6254,"Employee 6254 is a Male working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
6255,"Employee 6255 is a Female working as a Intermediate in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
6256,"Employee 6256 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Mid-sized Company."
6257,"Employee 6257 is a Female working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Consultancy Firm."
6258,"Employee 6258 is a Female working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Government Organization."
6259,"Employee 6259 is a Male working as a Working professional in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6260,"Employee 6260 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
6261,"Employee 6261 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
6262,"Employee 6262 is a Female working as a Intermediate in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Mid-sized Company."
6263,"Employee 6263 is a Male working as a Experienced in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Freelancing / Self-employed."
6264,"Employee 6264 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6265,"Employee 6265 is a Male working as a Experienced in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
6266,"Employee 6266 is a Female working as a Fresher in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
6267,"Employee 6267 is a Female working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
6268,"Employee 6268 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
6269,"Employee 6269 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
6270,"Employee 6270 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Government Organization."
6271,"Employee 6271 is a Male working as a Fresher in the CA sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
6272,"Employee 6272 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Consultancy Firm."
6273,"Employee 6273 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Small Business / Local Firm."
6274,"Employee 6274 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6275,"Employee 6275 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
6276,"Employee 6276 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Scale-up (growing startup)."
6277,"Employee 6277 is a Female working as a Experienced in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Large Enterprise."
6278,"Employee 6278 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Consultancy Firm."
6279,"Employee 6279 is a Male working as a Experienced in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6280,"Employee 6280 is a Male working as a Working professional in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Consultancy Firm."
6281,"Employee 6281 is a Male working as a Intermediate in the CA sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Large Enterprise."
6282,"Employee 6282 is a Male working as a Working professional in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Large Enterprise."
6283,"Employee 6283 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
6284,"Employee 6284 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a Diploma degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Product-based Company."
6285,"Employee 6285 is a Male working as a Fresher in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
6286,"Employee 6286 is a Male working as a Intermediate in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Large Enterprise."
6287,"Employee 6287 is a Male working as a Working professional in the CA sector. Based in a City area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
6288,"Employee 6288 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
6289,"Employee 6289 is a Female working as a Experienced in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
6290,"Employee 6290 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Contract / Temporary Employment."
6291,"Employee 6291 is a Male working as a Fresher in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Mid-sized Company."
6292,"Employee 6292 is a Female working as a Experienced in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Non-Profit / NGO."
6293,"Employee 6293 is a Male working as a Experienced in the Finance sector. Based in a City area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
6294,"Employee 6294 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Mid-sized Company."
6295,"Employee 6295 is a Female working as a Working professional in the Finance sector. Based in a City area, they have a Professional Certification degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6296,"Employee 6296 is a Male working as a Experienced in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
6297,"Employee 6297 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Scale-up (growing startup)."
6298,"Employee 6298 is a Male working as a Experienced in the Finance sector. Based in a Rural area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
6299,"Employee 6299 is a Female working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
6300,"Employee 6300 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
6301,"Employee 6301 is a Female working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Large Enterprise."
6302,"Employee 6302 is a Female working as a Experienced in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Small Business / Local Firm."
6303,"Employee 6303 is a Male working as a Working professional in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Product-based Company."
6304,"Employee 6304 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6305,"Employee 6305 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Large Enterprise."
6306,"Employee 6306 is a Male working as a Working professional in the CA sector. Based in a Rural area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6307,"Employee 6307 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Mid-sized Company."
6308,"Employee 6308 is a Male working as a Experienced in the IT sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6309,"Employee 6309 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Mid-sized Company."
6310,"Employee 6310 is a Female working as a Fresher in the IT sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
6311,"Employee 6311 is a Male working as a Intermediate in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Small Business / Local Firm."
6312,"Employee 6312 is a Male working as a Working professional in the CA sector. Based in a City area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Mid-sized Company."
6313,"Employee 6313 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
6314,"Employee 6314 is a Male working as a Fresher in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Mid-sized Company."
6315,"Employee 6315 is a Male working as a Intermediate in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Consultancy Firm."
6316,"Employee 6316 is a Female working as a Experienced in the IT sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Product-based Company."
6317,"Employee 6317 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Mid-sized Company."
6318,"Employee 6318 is a Male working as a Fresher in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6319,"Employee 6319 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Government Organization."
6320,"Employee 6320 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Large Enterprise."
6321,"Employee 6321 is a Male working as a Experienced in the IT sector. Based in a Rural area, they have a High School degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Contract / Temporary Employment."
6322,"Employee 6322 is a Male working as a Experienced in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
6323,"Employee 6323 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
6324,"Employee 6324 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6325,"Employee 6325 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
6326,"Employee 6326 is a Male working as a Intermediate in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
6327,"Employee 6327 is a Male working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
6328,"Employee 6328 is a Male working as a Working professional in the CA sector. Based in a Metro area, they have a High School degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Startup (early-stage)."
6329,"Employee 6329 is a Male working as a Working professional in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Large Enterprise."
6330,"Employee 6330 is a Female working as a Intermediate in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Mid-sized Company."
6331,"Employee 6331 is a Female working as a Working professional in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6332,"Employee 6332 is a Female working as a Working professional in the CA sector. Based in a City area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Mid-sized Company."
6333,"Employee 6333 is a Male working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Startup (early-stage)."
6334,"Employee 6334 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
6335,"Employee 6335 is a Male working as a Fresher in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Mid-sized Company."
6336,"Employee 6336 is a Male working as a Experienced in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Government Organization."
6337,"Employee 6337 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
6338,"Employee 6338 is a Female working as a Fresher in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Large Enterprise."
6339,"Employee 6339 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
6340,"Employee 6340 is a Female working as a Fresher in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Small Business / Local Firm."
6341,"Employee 6341 is a Male working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6342,"Employee 6342 is a Male working as a Fresher in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
6343,"Employee 6343 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Consultancy Firm."
6344,"Employee 6344 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Government Organization."
6345,"Employee 6345 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
6346,"Employee 6346 is a Male working as a Experienced in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6347,"Employee 6347 is a Male working as a Fresher in the CA sector. Based in a City area, they have a PhD degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Startup (early-stage)."
6348,"Employee 6348 is a Male working as a Experienced in the Finance sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Large Enterprise."
6349,"Employee 6349 is a Male working as a Working professional in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Non-Profit / NGO."
6350,"Employee 6350 is a Male working as a Working professional in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Product-based Company."
6351,"Employee 6351 is a Female working as a Working professional in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Consultancy Firm."
6352,"Employee 6352 is a Male working as a Fresher in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Government Organization."
6353,"Employee 6353 is a Male working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Product-based Company."
6354,"Employee 6354 is a Female working as a Working professional in the Finance sector. Based in a City area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6355,"Employee 6355 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
6356,"Employee 6356 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Freelancing / Self-employed."
6357,"Employee 6357 is a Male working as a Working professional in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
6358,"Employee 6358 is a Male working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
6359,"Employee 6359 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
6360,"Employee 6360 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Contract / Temporary Employment."
6361,"Employee 6361 is a Male working as a Working professional in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
6362,"Employee 6362 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Scale-up (growing startup)."
6363,"Employee 6363 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
6364,"Employee 6364 is a Male working as a Working professional in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Government Organization."
6365,"Employee 6365 is a Male working as a Working professional in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
6366,"Employee 6366 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Startup (early-stage)."
6367,"Employee 6367 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Consultancy Firm."
6368,"Employee 6368 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Consultancy Firm."
6369,"Employee 6369 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
6370,"Employee 6370 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
